req_id,src_gs_idx,t_emit_ns,L_in,L_out
132,0,20341842420,13885,6
133,0,20636652417,509,70
134,0,21001008558,1770,28
135,0,21041878133,347,117
136,0,21047408544,2726,229
137,0,21050064387,631,195
138,0,21291948840,22,10
139,0,21391289750,997,1
140,0,21479476544,115,364
141,0,21484367850,8316,20
142,0,21507986936,1054,1
143,0,21549658481,3230,1
144,0,21696515319,2644,398
145,0,21981634209,695,55
146,0,22161809331,377,317
147,0,22464361824,482,68
148,0,22637102290,1835,5
149,0,22647603052,1750,27
150,0,22730781787,1347,142
151,0,23158226098,34827,40
152,0,23195855793,662,43
153,0,23244699860,394,13
154,0,23676287611,319,384
155,0,23946563029,927,17
156,0,23967110513,32617,40
157,0,24090091380,1567,1182
158,0,24149382197,790,176
159,0,24237768215,7296,10
160,0,24379676470,399,50
161,0,24474389772,376,32
162,0,24560995598,2725,3
163,0,24728480324,4149,126
164,0,24745766582,602,1
165,0,25234769364,934,207
166,0,25257369944,1129,90
167,0,25528093130,1806,205
168,0,25857430079,1175,86
169,0,26034770359,258,13
170,0,26047910157,143,14
171,0,26323795683,455,38
172,0,26376115145,6851,10
173,0,26754655915,159,15
174,0,26781269182,4670,358
175,0,26783953369,4947,10
176,0,28009000365,716,22
177,0,28091766538,132,9
178,0,28368728210,28197,65
179,0,28421139190,2264,189
180,0,28779063756,304,196
181,0,29030495436,1051,17
182,0,29171628332,3325,81
183,0,29229403690,1548,269
184,0,29699382789,1277,210
185,0,29712680482,528,10
186,0,30112302222,72,4
187,0,30216636343,13434,37
188,0,30462846683,4361,298
189,0,30492529032,347,39
190,0,30619501153,4237,211
191,0,30620776986,368,22
192,0,30761648039,502,82
193,0,31070770469,631,95
194,0,31161847635,4162,51
195,0,31200601019,336,205
196,0,31219062514,283,200
197,0,31285186276,2168,51
198,0,31557212465,8472,10
199,0,31663080824,2565,489
200,0,31986570757,1349,128
201,0,32018876535,154,16
202,0,32118552035,851,71
203,0,32170353457,1997,60
204,0,32865491647,6128,10
205,0,33197653503,3845,114
206,0,33341591733,715,171
207,0,34014593258,990,216
208,0,34152325067,623,72
209,0,34183634129,1181,347
210,0,34280051978,283,183
211,0,34321005974,5854,430
212,0,34375896525,822,164
213,0,34428103013,1850,383
214,0,34428203664,180,13
215,0,34537082097,147,8
216,0,34580562533,3504,207
217,0,34607762793,528,235
218,0,34827742614,1489,13
219,0,34885289210,466,262
220,0,34938403829,576,191
221,0,35204556814,636,204
222,0,35267518491,375,219
223,0,35275513180,6554,112
224,0,35418497376,23142,609
225,0,35425130250,42,44
226,0,35445758893,957,206
227,0,35742975785,701,217
228,0,36368863002,387,78
229,0,36560012417,661,9
230,0,36605563076,1466,248
231,0,36625655802,1139,103
232,0,36653949032,64,3
233,0,37043233355,1799,10
234,0,37083278565,605,72
235,0,37213606056,245,128
236,0,37234103784,1270,201
237,0,37599492585,155,6
238,0,37730160424,410,25
239,0,37752368217,2246,30
240,0,38092678187,5537,10
241,0,38432874083,3690,710
242,0,38584014267,283,197
243,0,38691143217,585,542
244,0,38878987443,283,192
245,0,38981303188,130,15
246,0,39041036569,194,7
247,0,39172493062,1055,728
248,0,39267622129,8191,90
249,0,39705492520,988,203
250,0,39900129307,566,20
251,0,40162476014,706,38
252,0,40424858051,246,9
253,0,40520596314,314,202
254,0,40735196087,9841,31
255,0,40750430381,42,1
256,0,40770381059,808,14
257,0,40780679021,1833,1
258,0,40801016762,4943,421
259,0,41361431984,1209,120
260,0,41389278229,6409,724
261,0,41548640994,385,204
262,0,41549206041,3728,399
263,0,41741506109,144,16
264,0,41826392527,1647,1
265,0,42134260157,100,3
266,0,42191988344,326,31
267,0,42322460833,9752,14
268,0,42356939538,1258,358
269,0,42461450974,9845,23
270,0,42797200719,126,6
271,0,42916995038,637,196
272,0,43105289211,125631,829
273,0,43118533430,2044,443
274,0,43126318357,3499,403
275,0,43438392985,1010,26
276,0,43497323805,572,26
277,0,43612876043,2955,887
278,0,43927330035,4520,10
279,0,43949515809,684,57
280,0,44096032037,11769,21
281,0,44132009249,520,1
282,0,44311430381,644,50
283,0,44365885991,4754,578
284,0,44404124823,4370,255
285,0,44570330313,157,950
286,0,44606384205,1075,221
287,0,44749061626,9771,19
288,0,44841593550,60,3
289,0,45100473396,283,51
290,0,45241044580,1243,3
291,0,45369498205,376,39
292,0,45761747765,979,207
293,0,45807206422,991,1
294,0,46074167295,614,73
295,0,46312605566,6665,52
296,0,46548690332,1433,15
297,0,46840547897,1170,65
298,0,46854493245,627,69
299,0,47078488364,690,9
300,0,47113579606,399,126
301,0,47142476996,1406,26
302,0,47242154906,1503,488
303,0,47523661423,1062,209
304,0,47570071385,4332,394
305,0,47718490606,29666,100
306,0,47752185892,1954,57
307,0,47863618597,4163,161
308,0,48124144600,144,162
309,0,48253637512,143,1
310,0,48351421498,918,134
311,0,48437213139,145,1
312,0,48630287677,2225,8
313,0,48968398204,1139,90
314,0,49095502479,190,130
315,0,49634761468,153,12
316,0,49700636610,1586,202
317,0,49865143323,1577,236
318,0,49941592550,4994,1076
319,0,49964269486,3587,251
320,0,50322447507,1415,217
321,0,50520000604,3069,279
322,0,50616123778,3108,576
323,0,50713460814,551,70
324,0,50807870786,310,39
325,0,50939373972,669,27
326,0,51202490389,3843,247
327,0,51240477016,6636,67
328,0,51530528527,122,24
329,0,51566183430,691,16
330,0,51609567239,731,452
331,0,51630432629,753,114
332,0,51776687326,3882,218
333,0,52134748024,66,3
334,0,52331009024,4011,92
335,0,52607803315,982,87
336,0,52618672884,224,97
337,0,52633852810,1847,485
338,0,52633859299,2672,112
339,0,52793049632,715,217
340,0,52896543836,1107,108
341,0,53433543642,4194,404
342,0,53558052015,269,307
343,0,53591183008,412,290
344,0,53723458066,636,1
345,0,53929386575,266,1
346,0,53972981720,41,1
347,0,53994685044,1214,21
348,0,54027928056,160,13
349,0,54238756079,4578,1
350,0,54463043567,1217,176
351,0,54656295055,2249,224
352,0,55318780607,642,340
353,0,55359557239,814,60
354,0,55377456201,152,25
355,0,55467798564,1305,201
356,0,55517651858,724,16
357,0,55543969027,1797,28
358,0,55855530938,3237,1
359,0,55855928096,359,188
360,0,56059690467,10663,138
361,0,56370703876,2802,459
362,0,56381663788,1507,71
363,0,56448735898,569,73
364,0,56464826353,275,51
365,0,56481097302,167,2
366,0,56585249928,4864,10
367,0,56628926268,798,105
368,0,56670025886,2575,350
369,0,56726420045,1236,2
370,0,57118185867,529,7
371,0,57461640307,1729,106
372,0,57739070499,1332,1
373,0,57885704602,1133,69
