req_id,src_gs_idx,t_emit_ns,L_in,L_out
120,6,12051072586,1139,87
121,6,12073743484,549,215
122,6,12078923253,1240,7
123,6,12147347269,1154,212
124,6,12195384999,510,199
125,6,12261039873,92,3
126,6,12307242031,6293,44
127,6,12440428290,799,73
128,6,12563649653,3655,120
129,6,12659821693,1420,189
130,6,12729125960,153,15
131,6,12743856302,1061,314
132,6,12754750207,3718,260
133,6,12895244311,283,196
134,6,12933684893,2838,10
135,6,13107735943,297,15
136,6,13163007883,1065,145
137,6,13317038804,5151,435
138,6,13328973276,1918,285
139,6,13347979476,105,1
140,6,13349324713,169,898
141,6,13461042093,2709,392
142,6,13549650675,635,241
143,6,13610146926,354,286
144,6,13642397007,33196,908
145,6,13644804508,501,25
146,6,13929476701,1885,29
147,6,14050591088,1139,75
148,6,14155593635,1214,213
149,6,14316618035,113,21
150,6,14349382993,4441,78
151,6,14500618434,1602,35
152,6,14586612235,1562,143
153,6,14699739321,481,153
154,6,14803580450,727,1
155,6,14875512696,9068,123
156,6,15247524313,346,83
157,6,15327416567,1267,204
158,6,15473675477,9744,34
159,6,15524938975,851,45
160,6,15541749485,3668,452
161,6,15612566635,3786,143
162,6,15630690539,8228,44
163,6,15814866411,131,146
164,6,15901221636,1372,335
165,6,15928251846,380,204
166,6,15933398822,659,9
167,6,16085169057,143,16
168,6,16107480926,248,1
169,6,16490226904,386,7968
170,6,16562655567,2603,1
171,6,16679293500,1110,199
172,6,16743136021,578,211
173,6,16922911980,131,16
174,6,16945794689,1686,43
175,6,16993660445,283,201
176,6,17060787512,237,101
177,6,17407944319,1859,602
178,6,17458592672,375,453
179,6,17459749247,8065,10
180,6,17639154634,1288,226
181,6,17961214211,1139,75
182,6,18216288956,532,201
183,6,18247326127,377,207
184,6,18391559693,283,196
185,6,18409123497,4707,102
186,6,18827428856,1409,217
187,6,18834479598,2518,319
188,6,18886128472,9450,13
189,6,18901193173,1930,29
190,6,19092697835,386,341
191,6,19200746980,367,205
192,6,19222777046,396,223
193,6,19240068188,1139,82
194,6,19362767304,1295,588
195,6,19434145605,1290,245
196,6,19443758956,979,183
197,6,19449127042,1265,90
198,6,19483362309,113,21
199,6,19535373905,2560,42
200,6,19557402690,1678,1092
201,6,19568311303,369,184
202,6,19595498131,891,617
203,6,19647614965,770,5
204,6,19690427292,1306,238
205,6,19747647953,147,21
206,6,19777970785,742,89
207,6,20028816687,333,62
208,6,20069218571,6027,16
209,6,20168947856,244,31
210,6,20337616444,3959,166
211,6,20705748982,394,212
212,6,20774102696,232,13
213,6,20938648852,747,198
214,6,21063573957,261,48
215,6,21093187854,692,9
216,6,21093522422,2894,23
217,6,21106113243,1114,399
218,6,21211197321,1469,55
219,6,21330049967,644,61
220,6,21467754019,739,212
221,6,21531044125,1152,205
222,6,21555005171,1002,190
223,6,21558162139,331,208
224,6,21621632767,3491,379
225,6,21903569080,632,123
226,6,21935888708,162,20
227,6,22100759107,5935,37
228,6,22109576474,126,14
229,6,22138473915,271,65
230,6,22146906050,7897,201
231,6,22470428196,374,43
232,6,22674524396,3676,211
233,6,22704391997,786,211
234,6,23017918124,816,2
235,6,23037811252,991,193
236,6,23179845009,124,17
237,6,23220029150,1060,8
238,6,23252997211,612,15
239,6,23277511442,5668,10
240,6,23319935903,652,224
241,6,23381530795,1603,5
242,6,23493515399,354,1
243,6,23742483986,808,131
244,6,23796216432,1857,7
245,6,23901205072,1600,51
246,6,23914624557,4103,170
247,6,24016135716,260,4
248,6,24108452808,3936,144
249,6,24289729134,153,578
250,6,24304219799,462,11
251,6,24361046424,594,177
252,6,24542034930,338,194
253,6,24582678441,163,10
254,6,24657711977,280,112
255,6,24662668097,6426,28
256,6,24786798095,6237,10
257,6,25015580380,6891,533
258,6,25035577447,1046,199
259,6,25050473026,4452,10
260,6,25118575474,223,3
261,6,25305254583,4373,452
262,6,25337936476,437,198
263,6,25624678820,910,1
264,6,25715672794,1388,203
265,6,25872203475,428,56
266,6,26007840458,283,197
267,6,26008592088,283,203
268,6,26110330824,3848,104
269,6,26356882795,6177,50
270,6,26405039895,1101,237
271,6,26406466865,322,9
272,6,26518328705,498,382
273,6,26552242832,3608,480
274,6,26604063272,9650,10
275,6,26918044565,3323,444
276,6,26928135742,428,14
277,6,26997320003,687,15
278,6,27402619898,2947,25
279,6,27594317218,1808,127
280,6,27945006327,58,3
281,6,28012617202,1815,186
282,6,28057517263,1655,301
283,6,28116723209,111,1
284,6,28164936521,4372,70
285,6,28175430868,1489,43
286,6,28261018798,98,5
287,6,28264737931,1359,91
288,6,28342438944,1539,386
289,6,28399527328,1139,89
290,6,28498412156,124,21
291,6,28544806042,5277,594
292,6,28576271347,828,33
293,6,28605575887,318,1
294,6,28799731949,358,228
295,6,28823852053,1353,210
296,6,29226949301,1360,343
297,6,29377505756,1395,208
298,6,29409545873,421,53
299,6,29415312383,498,248
300,6,29419469940,772,210
301,6,29420912400,3819,62
302,6,29470422500,754,52
303,6,29677849342,1139,83
304,6,29692357169,540,30
305,6,29787001708,6227,255
306,6,29830665849,216,17
307,6,29924980263,750,198
308,6,29952812065,1497,135
309,6,30091276679,582,199
310,6,30108452501,5080,76
311,6,30125832927,1248,107
312,6,30168602891,373,226
313,6,30221786154,1265,90
314,6,30225307705,207,55
315,6,30245277897,3704,167
316,6,30533495950,3203,75
317,6,30881592007,741,15
318,6,30962193836,1465,55
319,6,30981483572,520,203
320,6,31026913754,2602,31
321,6,31060455961,1550,73
322,6,31145590314,964,26
323,6,31312774833,2552,142
324,6,31315986221,916,211
325,6,31319775982,449,107
326,6,31353292702,1120,229
327,6,31558892368,3019,254
328,6,31597652055,1107,111
329,6,31648585897,3441,194
330,6,31781759661,5094,57
331,6,31872937105,3629,381
332,6,32080251771,124,15
333,6,32091249537,243,166
334,6,32179613007,332,211
335,6,32190601916,6713,431
336,6,32318670312,1622,56
337,6,32376254078,3617,361
338,6,32543701384,1236,435
339,6,32656458414,1168,89
340,6,32667124285,276,63
341,6,32707972174,3851,112
342,6,32771598269,1153,324
343,6,32845090154,841,184
344,6,32978561189,4541,116
345,6,33259624123,1789,30
346,6,33476336874,296,206
347,6,33601193921,6136,18
348,6,33775620701,7337,194
349,6,33787778100,657,9
350,6,33801835459,783,222
351,6,33832461137,2602,31
352,6,33839938535,457,1
353,6,33923978684,369,198
354,6,34076075903,1139,93
355,6,34159022355,1281,197
356,6,34211124059,1003,196
357,6,34635184063,865,198
358,6,34656419001,157,20
359,6,34764014194,463,107
360,6,34963032202,393,193
361,6,34987073028,9708,24
362,6,35126373557,434,182
363,6,35154175699,4570,37
364,6,35187403383,1171,88
365,6,35293826943,385,213
366,6,35364545453,2404,1585
367,6,35447542274,1682,104
368,6,35535752983,856,197
369,6,35674516699,775,346
370,6,35860193482,240,262
371,6,35886322700,345,116
372,6,35916656650,1726,177
373,6,35971823090,300,217
374,6,35982539367,1070,28
375,6,36009295830,517,241
376,6,36344361423,449,50
377,6,36466262884,1202,39
378,6,36514204984,6561,10
379,6,36560983578,832,28
380,6,36650491492,1789,44
381,6,36702803070,117,38
382,6,36822022369,1139,95
383,6,36850563434,865,71
384,6,36886370582,462,180
385,6,37019732972,237,69
386,6,37022427047,1771,52
387,6,37106207502,212,5
388,6,37134542196,295,221
389,6,37183875818,747,28
390,6,37204527084,150,1
391,6,37207727984,1144,4
392,6,37230780258,3724,148
393,6,37313691535,256,45
394,6,37385970428,702,79
395,6,37395156678,5577,174
396,6,37463446450,3848,116
397,6,38034538520,113,14
398,6,38367739407,2044,191
399,6,38467051646,242,104
400,6,38471523716,677,215
401,6,38552615815,854,26
402,6,38879869479,82,3
403,6,39096799820,1452,736
404,6,39352897837,2410,106
405,6,39633781965,1409,528
406,6,39678655446,381,151
407,6,39806190522,572,107
408,6,40604961389,120,17
409,6,40608303945,931,266
410,6,40643224127,1174,81
411,6,40801312879,1062,107
412,6,40926898702,1351,96
413,6,41180567973,146,9
414,6,41512309450,3509,403
415,6,41694916657,2402,12
416,6,42084056227,151,762
417,6,42329667984,669,210
418,6,42351962095,1208,2
419,6,42358525566,489,1
420,6,42399210563,9723,20
421,6,42481318907,1438,220
422,6,42617417293,377,86
423,6,42718705075,2100,205
424,6,42843174466,76,2
425,6,43195516742,3389,45
426,6,43371192355,1139,99
427,6,43533577458,4598,1
428,6,43588572845,1383,26
429,6,43717298696,1647,598
430,6,43755581677,762,203
431,6,43952205850,207,60
432,6,44021091005,3850,74
433,6,44140964002,428,74
434,6,44182655530,273,133
435,6,44202814054,545,217
436,6,44274077019,3998,465
437,6,44448167937,157,10
438,6,44511448619,294,78
439,6,44628495856,1716,26
440,6,44775896929,1154,58
441,6,44921852834,1278,204
442,6,45064279677,439,57
443,6,45178075012,2919,721
444,6,45190751119,416,67
445,6,45204192076,5183,165
446,6,45408784564,1154,124
447,6,45620902169,679,206
448,6,45629300916,2117,38
449,6,45848384549,1169,75
450,6,46119500514,879,46
451,6,46167464310,644,56
452,6,46241068469,447,467
453,6,46250543571,832,87
454,6,46260160353,428,207
455,6,46810326357,322,64
456,6,46936129078,263,55
457,6,46953450837,337,223
458,6,47170346917,1139,104
459,6,47173825847,63,1
460,6,47207212041,6235,10
461,6,47360044146,368,117
462,6,47438112462,2026,139
463,6,47491389678,1358,338
464,6,47597238382,3779,161
465,6,47609889646,7135,108
466,6,47620397123,1139,99
467,6,47893176821,5973,10
468,6,47925156847,1791,33
469,6,48055944371,145,10
470,6,48068096855,1287,104
471,6,48105194382,6948,10
472,6,48317007745,1498,1034
473,6,48429299431,773,65
474,6,48595191216,979,677
475,6,48675692125,510,207
476,6,48698100899,1045,26
477,6,48729867363,1193,1
478,6,48963875830,1279,21
479,6,49364833683,445,200
480,6,49470450934,162,10
481,6,49682767590,6535,10
482,6,49874912908,320,1
483,6,49884609613,5211,10
484,6,49949379407,6696,377
485,6,49967401578,1351,91
486,6,49999429309,752,26
487,6,50027598195,386,15
488,6,50202203089,1470,214
489,6,50217499643,1682,104
490,6,50504249448,1822,8
491,6,50588408879,594,204
492,6,50756958709,750,198
493,6,50776505124,127,27
494,6,51333375827,437,211
495,6,51403274399,1133,57
496,6,51484355576,4634,188
497,6,51497563509,583,23
498,6,51588016706,1139,94
499,6,51610038698,546,137
500,6,51776770048,1293,195
501,6,51936898109,1139,99
502,6,52035229175,1132,947
503,6,52038726008,1289,39
504,6,52356849153,623,207
505,6,52441452409,3904,275
506,6,52619739148,1133,57
507,6,52694237295,1505,213
508,6,52911254698,283,198
509,6,53086255173,293,738
510,6,53177684266,149,30
511,6,53408994095,1169,209
512,6,53862035988,1308,224
513,6,53866679211,1601,80
514,6,53926112733,3694,161
515,6,53991829677,9994,21
516,6,54198245628,3420,258
517,6,54201990075,290,57
518,6,54220151830,1706,5
519,6,54240166066,1227,197
520,6,54315390079,132,11
521,6,54385048073,322,61
522,6,54550331498,370,103
523,6,54613070573,759,202
524,6,54685328743,647,224
525,6,54713795771,4164,370
526,6,54798940626,1309,18
527,6,54818136150,374,49
528,6,54822262679,1204,211
529,6,54957616718,346,135
530,6,55021618565,1601,46
531,6,55062466812,1828,8
532,6,55101931516,1956,22
533,6,55152271354,4268,1
534,6,55155702111,3892,284
535,6,55329778044,394,125
536,6,55476911629,427,59
537,6,55510717630,615,204
538,6,55529248503,1049,205
539,6,55544065228,1727,200
540,6,55590515601,1609,231
541,6,55618551491,9738,49
542,6,55852112339,5879,105
543,6,55922462349,663,9
544,6,55989712592,1139,87
545,6,56035552807,162,10
546,6,56298005094,3061,39
547,6,56353011564,1139,91
548,6,56363101521,260,4
549,6,56363239681,335,208
550,6,56419492351,1048,8
551,6,56761678253,4567,193
552,6,56820927826,773,30
553,6,57082100648,1422,17
554,6,57204456553,3848,82
555,6,57275951139,1169,65
556,6,57313149513,89,3
557,6,57320684206,3906,307
558,6,57358725831,1133,11
559,6,57454636327,975,206
560,6,57549154893,35591,104
561,6,57556360158,814,58
562,6,57663996762,4260,24
563,6,57743825385,4231,183
564,6,57797851415,594,177
565,6,58066529498,1634,887
566,6,58149007296,709,61
567,6,58149853747,3682,10
568,6,58207292801,952,243
569,6,58426662523,711,185
570,6,58664861104,1205,65
571,6,58868441077,283,186
572,6,58909321353,3848,160
573,6,58962876342,6854,10
574,6,59034955336,1170,66
575,6,59068879171,3801,112
576,6,59121153080,3848,77
577,6,59163454498,282,92
578,6,59296699584,10399,182
579,6,59301429067,6088,11
580,6,59405065964,1137,205
581,6,59823826140,405,60
582,6,59829335725,862,53
583,6,59929605966,386,359
584,6,59935701092,309,45
585,6,59972605691,3570,503
