req_id,src_gs_idx,t_emit_ns,L_in,L_out
199,9,23124458116,1494,97
200,9,23142561144,3015,934
201,9,23335793195,3085,391
202,9,23381917755,5183,73
203,9,23459126866,1071,26
204,9,23463495371,915,60
205,9,23872549165,1424,127
206,9,23876058359,1660,172
207,9,24134880883,147,10
208,9,24173620282,1024,26
209,9,24186827904,692,51
210,9,24208723703,1218,26
211,9,24432588558,484,7
212,9,24559910079,1835,26
213,9,24676318906,252,33
214,9,24830199400,658,71
215,9,24987718045,1103,208
216,9,25220556141,4720,281
217,9,25276404260,375,52
218,9,25344115995,135,10
219,9,25368997947,3783,350
220,9,25433199483,386,423
221,9,25576562715,810,158
222,9,25688307412,1912,1951
223,9,25811802335,33722,39
224,9,25868523568,1079,26
225,9,25928202376,779,121
226,9,26085560053,683,39
227,9,26312761306,3875,566
228,9,27063154475,614,155
229,9,27112583619,682,50
230,9,27233526617,4011,236
231,9,27278888732,307,26
232,9,27366722367,895,23
233,9,27371452187,438,173
234,9,27385752678,239,76
235,9,27406429659,1159,518
236,9,27553522710,3851,102
237,9,27843984998,712,62
238,9,28037273714,2243,284
239,9,28082851810,306,406
240,9,28423098604,80905,2572
241,9,28515132010,132,14
242,9,28628471335,1154,62
243,9,28941235253,1000,26
244,9,29187524857,260,37
245,9,29415064402,841,44
246,9,29471659643,2347,773
247,9,29582563158,281,909
248,9,29626314503,1341,211
249,9,29627743673,824,25
250,9,29742345348,1209,20
251,9,29826344689,1703,310
252,9,29862815624,635,5
253,9,29918925391,742,159
254,9,30034418661,895,77
255,9,30158241089,1515,426
256,9,30300415682,386,336
257,9,30428539601,1632,158
258,9,30584188401,3760,162
259,9,30784055671,1170,77
260,9,30890164589,3567,330
261,9,30952681438,1417,203
262,9,31055950568,6859,107
263,9,31153412453,3750,316
264,9,31250748355,9169,315
265,9,31523331999,539,103
266,9,31591164135,386,493
267,9,31818837083,1121,26
268,9,31911101111,521,31
269,9,31920142581,199,65
270,9,31944877850,895,140
271,9,31961434243,1809,6
272,9,32108485707,970,206
273,9,32192016806,700,43
274,9,32232104722,2793,41
275,9,32317706733,464,17
276,9,32371474715,4754,344
277,9,32428977631,24459,296
278,9,32510000214,796,206
279,9,32529792540,1265,90
280,9,32636765572,227,626
281,9,32708327576,708,63
282,9,32770591621,1712,28
283,9,33001758692,456,172
284,9,33292738518,386,255
285,9,33294381933,686,50
286,9,33572469778,1659,126
287,9,33573110455,315,234
288,9,33752145769,2381,41
289,9,33753080242,2111,27
290,9,33863005736,436,1300
291,9,33965678879,363,340
292,9,34077933320,437,615
293,9,34091332031,8813,259
294,9,34320295091,1376,26
295,9,34395417663,3960,2985
296,9,34408559471,3849,110
297,9,34856809002,766,8
298,9,35006965869,261,40
299,9,35040963960,630,102
300,9,35197429572,5065,188
301,9,35213834538,33722,43
302,9,35250816647,373,30
303,9,35436530769,3661,1232
304,9,35514832146,767,8
305,9,35569824169,804,150
306,9,35573364134,538,47
307,9,35686044713,852,28
308,9,35693737795,1727,29
309,9,35763081885,895,78
310,9,35766863084,839,43
311,9,35814857685,2192,909
312,9,35820790335,158,11
313,9,36127299957,982,1
314,9,36186251714,532,3
315,9,36386577306,2406,1070
316,9,36419386788,906,41
317,9,36673542444,1265,90
318,9,36677537567,386,629
319,9,36727486763,895,99
320,9,37553660544,1707,26
321,9,37613689688,644,60
322,9,37622466805,386,838
323,9,37813785189,2301,14
324,9,37932854020,35900,43
325,9,37948700380,507,1
326,9,38010922568,153,11
327,9,38102670816,769,251
328,9,38178880031,601,11
329,9,38421029390,1206,26
330,9,38505081319,293,46
331,9,38604429250,886,30
332,9,38729663017,706,177
333,9,39081405621,8835,294
334,9,39141065869,341,11
335,9,39377058067,417,15
336,9,39507454853,562,20
337,9,39698634246,917,30
338,9,39711160297,3803,160
339,9,39779297302,1267,290
340,9,39800730253,368,208
341,9,39823662988,1236,471
342,9,39869186596,274,39
343,9,39970255570,514,235
344,9,40051401037,1340,26
345,9,40150046170,895,23
346,9,40362602926,30407,47
347,9,40410650839,1911,712
348,9,40840239597,1757,26
349,9,40910099995,341,23
350,9,40989017896,11186,678
351,9,41039485400,478,83
352,9,41187899343,390,145
353,9,41202649709,1614,295
354,9,41248428015,2426,119
355,9,41350079324,4142,128
356,9,41394878736,814,61
357,9,41443942626,2752,305
358,9,41666236993,1106,26
359,9,41702086529,1713,231
360,9,41736910257,940,11
361,9,41837190400,1139,80
362,9,41895474233,35932,59
363,9,41945678780,368,70
364,9,42009628968,7003,115
365,9,42132467952,686,59
366,9,42233659859,940,28
367,9,42240111896,711,34
368,9,42329144603,2316,29
369,9,42683725998,253,58
370,9,42684927107,1139,72
371,9,42693903498,662,42
372,9,42738523182,193,18
373,9,42744903094,3849,112
374,9,42754754194,464,14
375,9,42834792065,701,44
376,9,42945334245,453,126
377,9,43120647191,1209,20
378,9,43311133659,4147,184
379,9,43508017592,1152,295
380,9,43536976288,3283,633
381,9,43537395002,724,87
382,9,43626659139,196,70
383,9,43859811644,814,62
384,9,44139253576,511,83
385,9,44194053674,895,102
386,9,44421807279,633,216
387,9,44513655727,399,134
388,9,44552319688,3013,311
389,9,44577084790,303,35
390,9,44726809576,2443,12
391,9,44857069873,1902,24
392,9,44890906689,895,117
393,9,45014797261,491,84
394,9,45052861817,4808,71
395,9,45147769696,1075,28
396,9,45193189406,541,98
397,9,45266164367,9710,30
398,9,45338769357,453,171
399,9,45361590034,823,74
400,9,45396392988,510,279
401,9,45469391274,1254,30
402,9,45667751358,2299,13
403,9,45789866851,1688,155
404,9,46280652387,1766,145
405,9,46437310492,1827,24
406,9,46652064437,269,29
407,9,46681359413,173,17
408,9,46723978224,3817,112
409,9,46746696050,494,103
410,9,47089822247,814,95
411,9,47577607766,689,66
412,9,47605798044,921,21
413,9,47744189729,377,40
414,9,48041155068,9389,18
415,9,48201218362,1265,90
416,9,48234685934,775,156
417,9,48286854284,1284,43
418,9,48305762586,1057,92
419,9,48453963452,895,100
420,9,48506332575,895,28
421,9,48613952623,620,17
422,9,48704998349,621,193
423,9,48881587470,134,11
424,9,48951473911,1139,89
425,9,49249383474,249,33
426,9,49289065916,3526,342
427,9,49305418225,895,90
428,9,49475871402,1049,28
429,9,49505188263,967,214
430,9,49531930528,1375,25
431,9,49594359678,3845,126
432,9,49678491058,2188,1001
433,9,49724651831,7236,60
434,9,49777429975,2587,27
435,9,49823224826,1154,52
436,9,49842234224,895,93
437,9,50353535308,1020,69
438,9,50384743578,33722,46
439,9,50638455118,162,11
440,9,50701434881,1008,1
441,9,50707746422,185,10
442,9,50730038407,1099,28
443,9,50790338885,8819,347
444,9,50897995040,1747,204
445,9,51086610637,1205,199
446,9,51170704503,814,68
447,9,51178896570,141,15
448,9,51193150728,1285,57
449,9,51197502085,3492,2
450,9,51823286431,698,54
451,9,51985495464,291,4
452,9,51998547413,238,827
453,9,52119468043,5109,242
454,9,52478791054,920,1
455,9,52774043144,919,26
456,9,52780633568,4217,128
457,9,52808857231,644,57
458,9,52851914118,525,33
459,9,53089304618,644,66
460,9,53119642723,956,57
461,9,53189837619,644,50
462,9,53301807624,222,14
463,9,53399278731,814,79
464,9,53585770379,283,186
465,9,53716986161,2628,17
466,9,53759985567,250,45
467,9,53781833781,4460,50
468,9,53805240811,1029,1
469,9,53936501028,555,135
470,9,53940692266,546,83
471,9,53948927059,148,47
472,9,53975747881,855,36
473,9,54022782090,1022,62
474,9,54192856345,386,255
475,9,54382640748,34827,73
476,9,54394653664,1658,66
477,9,54519702171,250,41
478,9,54524468810,745,103
479,9,54576256039,145,10
480,9,54611920555,1139,91
481,9,54978344517,895,138
482,9,55033664143,895,133
483,9,55047171111,386,153
484,9,55069792616,2421,183
485,9,55210219655,609,116
486,9,55296622062,557,33
487,9,55512891272,1072,184
488,9,55955498898,659,49
489,9,56267058445,35932,44
490,9,56327607298,1090,120
491,9,56404382168,951,26
492,9,56513447228,143,9
493,9,56867395829,502,95
494,9,56942383446,252,42
495,9,57025378200,857,67
496,9,57429866169,9468,432
497,9,57487451024,234,489
498,9,57559687952,1376,26
499,9,57643100084,1261,209
500,9,57658191901,1660,149
501,9,57766873081,744,306
502,9,57988737169,1814,31
503,9,58145916892,1139,89
504,9,58411053914,4131,161
505,9,58874079818,536,3
506,9,58953543060,1139,79
507,9,58960243298,937,401
508,9,58985887305,9720,11
509,9,59210418024,1600,507
510,9,59268202507,1763,180
511,9,59910749471,817,2
