req_id,src_gs_idx,t_emit_ns,L_in,L_out
102,5,11567654980,1139,98
103,5,11571184515,1278,415
104,5,11693455234,989,7
105,5,11780614352,941,410
106,5,11818314051,395,90
107,5,12057429325,813,11
108,5,12106827682,2211,413
109,5,12254236468,14485,172
110,5,12310819377,587,20
111,5,12338633336,2094,395
112,5,12616348612,1739,368
113,5,12656634856,2188,981
114,5,12671852901,7280,305
115,5,12683720647,7280,344
116,5,12713999145,1012,1
117,5,12757977049,1333,229
118,5,12834807244,884,215
119,5,12981910202,1272,439
120,5,13026694301,386,312
121,5,13162627617,489,1
122,5,13261915504,1651,514
123,5,13302811491,258,44
124,5,13364113256,4542,146
125,5,13522803119,1954,811
126,5,14022623631,5178,21
127,5,14108621977,1862,31
128,5,14332014143,5326,415
129,5,14584929872,719,22
130,5,15029383305,35932,59
131,5,15084661561,3847,111
132,5,15425726370,1004,1
133,5,15510074464,9770,60
134,5,15544465090,3982,944
135,5,15560252125,698,47
136,5,15562221646,1211,12
137,5,15790281225,1603,30
138,5,15848363652,376,31
139,5,16037898966,1139,100
140,5,16193907952,266,49
141,5,16226237480,1787,31
142,5,16401495448,665,9
143,5,16486536717,1532,212
144,5,16509560262,855,330
145,5,16616541351,7280,359
146,5,16896777297,283,2
147,5,16981095927,1648,99
148,5,17032693411,875,8
149,5,17133160224,634,97
150,5,17256825131,32617,49
151,5,17345346089,2844,2245
152,5,17537387654,496,58
153,5,17613294707,1139,122
154,5,17667800452,22473,518
155,5,17825158119,770,5
156,5,17903748188,368,244
157,5,17920838103,1702,446
158,5,18033372978,7025,335
159,5,18305087326,3935,327
160,5,19000367358,829,225
161,5,19039465401,7726,453
162,5,19137020799,963,66
163,5,19214619007,3542,1206
164,5,19582183112,1078,26
165,5,19719599845,2211,757
166,5,19768772220,287,47
167,5,19812474151,5260,571
168,5,20148947891,3849,135
169,5,20298276826,32617,52
170,5,20918217864,5755,14
171,5,21532263863,5725,502
172,5,21682668107,3882,185
173,5,21947001188,568,10
174,5,22072263440,684,70
175,5,22077652833,380,729
176,5,22131074347,900,44
177,5,22180263368,761,53
178,5,22370064916,822,482
179,5,22465660495,602,250
180,5,22508362238,1043,28
181,5,22548509749,158,13
182,5,22639858646,696,34
183,5,22802920753,161,11
184,5,22897653225,1276,142
185,5,23066248013,908,397
186,5,23173956108,367,202
187,5,23228235427,2814,494
188,5,23336609922,177,17
189,5,23377942263,9737,37
190,5,23476821610,958,244
191,5,23492974129,928,69
192,5,23782283551,395,350
193,5,23802978937,375,23
194,5,23841060448,747,9
195,5,24003347783,683,411
196,5,24048278055,473,553
197,5,24413174414,3813,125
198,5,24871701097,1139,88
199,5,24952890241,5549,540
200,5,24970752544,147,4
201,5,24972300276,921,64
202,5,25158156292,610,1
203,5,25218453350,1133,74
204,5,25222460455,2171,463
205,5,25352013670,1777,28
206,5,25422465424,186,3
207,5,25536858751,1517,391
208,5,25964691382,1133,59
209,5,26173763207,30407,57
210,5,26189902850,303,10
211,5,26227619086,432,105
212,5,26311244401,1139,110
213,5,26365221745,1820,34
214,5,26401314701,346,204
215,5,26542283965,577,183
216,5,26695684432,1473,9
217,5,26713202895,205,4
218,5,26899560405,896,407
219,5,26955261152,687,44
220,5,27082305024,7457,63
221,5,27093971766,1070,740
222,5,27186897935,814,5
223,5,27388621441,1086,26
224,5,27432784283,155,19
225,5,27470684683,9768,13
226,5,27547319949,1386,29
227,5,27749334319,1867,8
228,5,27781427594,733,482
229,5,27905545430,891,137
230,5,28128793949,1277,20
231,5,28152037795,4184,101
232,5,28520528685,922,5
233,5,28577549935,543,33
234,5,28649252253,2399,138
235,5,28665305728,478,150
236,5,28756952538,2337,38
237,5,28774857259,753,8
238,5,28903011422,550,71
239,5,29193875669,535,3
240,5,29307240732,1139,129
241,5,29367322572,996,17
242,5,29968767177,7616,71
243,5,30015454964,258,63
244,5,30075349697,4720,556
245,5,30145143353,405,332
246,5,30234601400,1139,76
247,5,30246251778,842,453
248,5,30259017722,1037,556
249,5,30471525316,284,1009
250,5,30731220826,185,309
251,5,30733162892,7811,642
252,5,30963696612,996,713
253,5,31013404533,1209,20
254,5,31175029448,1778,28
255,5,31208672481,187,4
256,5,31237057020,2899,120
257,5,31560915583,952,173
258,5,31630025740,1771,44
259,5,31665537911,150,8
260,5,31857341006,777,1876
261,5,31858622760,662,374
262,5,31966692677,1872,68
263,5,31997076802,614,215
264,5,31999721375,225,18
265,5,32148412806,880,66
266,5,32248382621,775,280
267,5,32348045616,829,70
268,5,32459326205,256,47
269,5,32496600933,32617,51
270,5,32572744417,1112,358
271,5,32843463269,4962,346
272,5,33118076239,1785,203
273,5,33168710763,3958,258
274,5,33217554810,1771,137
275,5,33373918814,159,17
276,5,33402445146,1183,311
277,5,33416848464,14411,141
278,5,33594249454,1840,267
279,5,33773352232,1166,1
280,5,33863552560,1845,191
281,5,34091331579,2467,100
282,5,34196258564,1236,281
283,5,34292832143,386,578
284,5,34506492920,248,30
285,5,34856679812,703,215
286,5,34879241014,9789,11
287,5,34880075700,1497,365
288,5,34881430232,690,50
289,5,34917456938,3087,41
290,5,34983059463,747,5
291,5,35071065652,1154,69
292,5,35313906152,633,108
293,5,35748435574,1247,78
294,5,35763170850,128,15
295,5,35918007587,4992,526
296,5,35970724209,143,4
297,5,36413758928,3850,141
298,5,36658344268,4068,289
299,5,36712795487,253,46
300,5,36793781625,1154,416
301,5,36864613352,844,390
302,5,36936226572,856,42
303,5,37010477926,818,188
304,5,37055221429,557,186
305,5,37120846897,1627,407
306,5,37268546764,344,42
307,5,37312616476,134,14
308,5,37547304858,921,38
309,5,37606643412,2196,311
310,5,37747499437,223,73
311,5,37834008388,821,181
312,5,37869076436,890,145
313,5,37877608233,7482,467
314,5,37935876108,1533,440
315,5,38001045514,298,18
316,5,38059833108,3085,467
317,5,38111664270,4296,420
318,5,38320609539,1401,8
319,5,38360329578,1073,32
320,5,38382196680,368,145
321,5,38504450058,688,48
322,5,38522772429,400,182
323,5,38670436838,1215,218
324,5,38674047418,853,255
325,5,39065111028,34827,49
326,5,39105710659,1777,108
327,5,39152110080,1429,19
328,5,39168902221,283,196
329,5,39248168104,35932,40
330,5,39266423166,4908,74
331,5,39349844308,738,5
332,5,39369774466,817,7
333,5,39533546466,878,76
334,5,39552793007,6609,1004
335,5,39579514712,167,3
336,5,39731307821,3961,318
337,5,39915295297,30407,62
338,5,40015717625,1430,28
339,5,40018068190,884,41
340,5,40024106230,2230,56
341,5,40084030063,879,26
342,5,40178375174,1959,995
343,5,40525727458,3346,167
344,5,40635304466,1187,217
345,5,40740646506,1139,91
346,5,40755514858,4720,556
347,5,40768794298,513,538
348,5,40844751650,266,41
349,5,41330657580,151,11
350,5,41383710703,156,4
351,5,41421331427,3803,144
352,5,41659207076,752,23
353,5,41677631881,35932,43
354,5,41731692423,1107,116
355,5,41788516179,1139,82
356,5,41855046054,283,200
357,5,41855900488,302,35
358,5,41919281921,770,5
359,5,41946399711,890,61
360,5,42006286274,1047,136
361,5,42058756590,34795,47
362,5,42110287275,3851,174
363,5,42121569790,1265,90
364,5,42141787665,34827,45
365,5,42433814531,1011,1
366,5,42487243072,2485,424
367,5,42568807726,1001,228
368,5,42619408583,9740,30
369,5,42792127834,1198,1
370,5,42800551486,64,52
371,5,42860841192,877,8
372,5,43072517755,1331,218
373,5,43127996023,8519,244
374,5,43162699549,1187,223
375,5,43224976755,610,281
376,5,43313192242,679,78
377,5,43328477069,1274,233
378,5,43351540875,3821,511
379,5,43480412571,1154,135
380,5,43505941178,343,215
381,5,43666834434,2118,914
382,5,43748837325,341,11
383,5,43961718046,1213,106
384,5,44063604926,1615,89
385,5,44196691583,283,195
386,5,44414157176,527,33
387,5,44585877751,386,467
388,5,44620060595,7969,200
389,5,44636768075,1154,71
390,5,44828156175,548,57
391,5,45054051197,5341,526
392,5,45522133522,356,7
393,5,45608185948,1428,526
394,5,45741073931,5136,220
395,5,45898083960,2211,350
396,5,45996837290,906,38
397,5,46048259218,1113,233
398,5,46207143037,1139,101
399,5,46261693953,283,196
400,5,46274541972,857,205
401,5,46291207697,3003,52
402,5,46415478419,834,8
403,5,46776439609,3536,1
404,5,46866931511,776,1
405,5,46919289379,1017,28
406,5,47068086784,220,86
407,5,47127352844,4785,329
408,5,47235392263,533,3
409,5,47398485455,781,212
410,5,47787495875,497,96
411,5,47832311884,3984,2108
412,5,47847495219,2226,941
413,5,47999363678,470,157
414,5,48411011781,3096,37
415,5,48519194394,1677,9
416,5,48789228847,1768,28
417,5,48825321944,1018,1
418,5,48867028134,852,98
419,5,49176077509,4345,460
420,5,49455240850,253,14
421,5,49520127442,1121,203
422,5,49533792741,212,14
423,5,49737788536,1069,1
424,5,49871411451,1195,1
425,5,49873720978,283,194
426,5,50138422258,2607,41
427,5,50227392716,293,207
428,5,50249856771,1296,303
429,5,50283011912,1383,282
430,5,50560625692,695,105
431,5,50567548657,562,220
432,5,50581326872,386,150
433,5,50798862442,2682,977
434,5,51089828938,1001,26
435,5,51160019904,6634,667
436,5,51212080384,3770,2
437,5,51240598740,14442,123
438,5,51326834770,732,104
439,5,51390807027,14172,49
440,5,51468797185,384,371
441,5,51544764204,19444,407
442,5,51777479415,915,427
443,5,51813057337,879,28
444,5,51983605342,674,46
445,5,52057447946,457,245
446,5,52110692699,719,18
447,5,52283531766,1429,343
448,5,52350960454,8308,82
449,5,52369507546,1429,531
450,5,52376829145,32617,55
451,5,52457495477,3849,126
452,5,52521324604,1613,430
453,5,52643698692,329,212
454,5,52688457283,3502,2
455,5,52761222850,1260,26
456,5,53039346116,2951,138
457,5,53153328041,1211,14
458,5,53277899851,487,238
459,5,53302152062,32617,42
460,5,53333760853,1139,95
461,5,53430504096,555,11
462,5,53465703522,34827,58
463,5,53534262760,258,34
464,5,53610340390,481,30
465,5,53870633127,9771,28
466,5,53944425559,921,27
467,5,54099930182,1683,9
468,5,54158259877,2940,84
469,5,54369565603,5612,51
470,5,54623689704,564,322
471,5,54634560281,1795,30
472,5,54678957688,3295,270
473,5,54701342963,1765,154
474,5,54716925765,1435,907
475,5,54822895776,1236,318
476,5,54953533140,188,4
477,5,55211784787,212,14
478,5,55681165415,3849,133
479,5,55769789051,2399,15
480,5,56073243551,3849,118
481,5,56260185319,2371,8
482,5,56531677449,34827,57
483,5,56959604702,650,205
484,5,56960537082,2404,12
485,5,56967568930,34827,42
486,5,57018022654,406,1
487,5,57263134827,1797,250
488,5,57465815699,3700,1220
489,5,57504724798,3679,153
490,5,57615340343,948,114
491,5,57703348186,918,86
492,5,57762803163,1001,22
493,5,57861239331,9720,15
494,5,57968653198,346,686
495,5,57977321864,14082,11
496,5,58084685474,3490,139
497,5,58129756113,323,1
498,5,58269046022,3528,998
499,5,58396533690,400,143
500,5,58470263063,921,28
501,5,58805104080,3850,119
502,5,58840404537,1818,105
503,5,59007780394,33722,43
504,5,59168436315,889,405
505,5,59428922212,318,1
506,5,59434022939,814,100
507,5,59491146425,1730,25
508,5,59761676037,400,183
509,5,59834301776,389,21
