req_id,src_gs_idx,t_emit_ns,L_in,L_out
81,7,13804375790,398,83
82,7,14125024465,565,100
83,7,14342029512,3747,86
84,7,14392424196,378,35
85,7,14535332847,201,29
86,7,14917926434,614,138
87,7,15007448888,751,8
88,7,15034840303,692,75
89,7,15226914787,325,1
90,7,15256703509,851,71
91,7,15525706321,355,10
92,7,15532406522,252,24
93,7,15873553140,569,73
94,7,15896240017,3848,128
95,7,15924671905,3038,400
96,7,16177342733,1168,77
97,7,16339806402,438,37
98,7,16452997062,235,9
99,7,16495207772,1854,739
100,7,16861231755,781,218
101,7,16926465767,1139,87
102,7,17147434665,2018,505
103,7,17300714637,500,1
104,7,17357317110,1755,1180
105,7,17431845414,396,150
106,7,17657147666,677,101
107,7,17676486368,3594,288
108,7,17980492382,5791,39
109,7,18020010074,172,3
110,7,18035687053,4951,350
111,7,18215027082,691,425
112,7,18324093726,1706,210
113,7,18516313582,1873,35
114,7,18641702296,680,45
115,7,18708991895,7283,193
116,7,18726698049,3641,377
117,7,18809177942,340,89
118,7,18833670589,1070,214
119,7,19015353904,32617,41
120,7,19254654123,5997,176
121,7,19476368604,394,198
122,7,19600507520,3967,335
123,7,19634254001,3624,390
124,7,19868348707,219,86
125,7,20034366964,925,90
126,7,20473695723,344,203
127,7,20843750147,247,11
128,7,20934004970,4281,391
129,7,20974696714,1627,84
130,7,21326529935,198,2
131,7,21343133449,1133,75
132,7,21474136749,92,48
133,7,21614318322,2430,193
134,7,22263625345,191,29
135,7,22610174751,1005,26
136,7,22731680652,531,204
137,7,23242653685,1217,324
138,7,23325441117,8213,52
139,7,23497663890,1494,66
140,7,23579383436,157,17
141,7,23602562121,1139,73
142,7,23650484607,1574,51
143,7,23804277368,335,16
144,7,23839798765,347,144
145,7,23868581973,2651,3
146,7,23963047750,1253,368
147,7,24063662172,316,189
148,7,24141698823,4372,344
149,7,24192680500,933,385
150,7,24228170658,134,85
151,7,24461533403,475,255
152,7,24571562854,283,197
153,7,24666290480,148,166
154,7,24776131508,432,101
155,7,24879114452,5924,31
156,7,24941735550,13280,457
157,7,25093250726,783,8
158,7,25129088980,606,5
159,7,25198664121,146,19
160,7,25254807816,1139,109
161,7,25282248017,4583,38
162,7,25427838429,9725,7
163,7,25428933584,2404,12
164,7,25464233080,283,194
165,7,25596302211,1341,136
166,7,25621804484,2904,1054
167,7,25670347232,770,5
168,7,25674092856,1321,121
169,7,25777826231,6451,135
170,7,26018567306,350,207
171,7,26378871713,327,58
172,7,26461339024,695,50
173,7,26778486432,407,62
174,7,26976763901,774,80
175,7,27051219825,624,204
176,7,27153143253,340,209
177,7,27529530688,1368,56
178,7,27767907415,1170,208
179,7,27780996252,1547,20
180,7,27793753489,706,38
181,7,28423629403,661,9
182,7,28423757504,3848,131
183,7,28626517494,682,41
184,7,28840211142,73,4
185,7,29003236413,3162,213
186,7,29037976103,235,54
187,7,29154558478,2046,98
188,7,29226452723,2456,132
189,7,29554328737,145,82
190,7,29558537620,356,431
191,7,29592399190,887,94
192,7,29654874484,1391,25
193,7,29930174535,921,214
194,7,30109361868,648,209
195,7,30131566022,192,134
196,7,30200082272,342,210
197,7,30360104747,409,714
198,7,30690037343,425,208
199,7,30847861369,617,7
200,7,30906016607,5753,793
201,7,31103691593,1305,201
202,7,31322963790,502,102
203,7,31442757717,378,239
204,7,31488404632,4345,285
205,7,31779553939,1139,95
206,7,31827942517,412,195
207,7,31894614189,2621,3
208,7,31960657365,1205,268
209,7,32011406500,1265,90
210,7,33017965858,2586,39
211,7,33437433857,107,530
212,7,33520921745,197,12
213,7,33833004961,1642,76
214,7,34078038408,1167,223
215,7,34147995868,1751,143
216,7,34449016935,153,21
217,7,34494108841,265,49
218,7,34578679004,6050,182
219,7,34650397433,135,18
220,7,34660235562,1309,207
221,7,34749505313,34827,47
222,7,34827848774,1932,2
223,7,34876579579,1596,54
224,7,34944887732,405,2
225,7,35108128619,694,45
226,7,35297797120,6637,10
227,7,35892523562,1706,4
228,7,35904176682,1068,103
229,7,36052758835,2354,514
230,7,36090559234,333,1
231,7,36256788286,349,223
232,7,36458449841,720,54
233,7,36842685304,148,14
234,7,37300480819,519,216
235,7,37617413981,4260,398
236,7,37701771070,1062,217
237,7,37815773626,4069,371
238,7,37884946157,3554,1048
239,7,38072774007,317,1
240,7,38153820435,348,178
241,7,38231850232,793,8
242,7,38350178280,3136,10
243,7,38720371327,1231,192
244,7,38980931016,1139,101
245,7,39005043343,161,17
246,7,39213925501,1107,92
247,7,39297277780,3934,369
248,7,39513621819,61,4
249,7,39880819506,1833,8
250,7,39951432751,942,521
251,7,40236858780,1294,85
252,7,40595427929,310,388
253,7,40646719759,3375,152
254,7,40965524883,146,13
255,7,41200295200,265,9
256,7,41227712045,1540,39
257,7,41473327682,444,205
258,7,41558957722,897,37
259,7,41632076882,1748,27
260,7,42128511702,1657,119
261,7,42560251457,34827,53
262,7,42812592865,4259,452
263,7,43015533041,2756,106
264,7,43117879978,135,18
265,7,43128190292,377,31
266,7,43216372761,1107,93
267,7,43281334745,1289,88
268,7,43515577900,644,49
269,7,43535940530,974,272
270,7,43617874964,1396,217
271,7,43649607021,1139,95
272,7,43782377523,1422,17
273,7,43825788545,983,1
274,7,43963142168,402,241
275,7,44059659474,344,203
276,7,44155807157,341,2
277,7,44674975846,286,170
278,7,45072076379,660,95
279,7,45327248642,1786,26
280,7,45328067412,988,315
281,7,45375156493,124,566
282,7,45568350288,349,121
283,7,45608275268,1140,85
284,7,45791510876,281,238
285,7,45804451879,2764,275
286,7,45857986380,491,487
287,7,45977306292,376,158
288,7,46293260672,1019,1
289,7,46308509045,1525,60
290,7,46613803634,348,86
291,7,46649423564,2885,16
292,7,46853285675,35932,49
293,7,47140802507,2990,296
294,7,47435733673,914,277
295,7,47840490181,2830,271
296,7,48652149344,4270,606
297,7,48899684275,2635,1
298,7,48911779453,1894,4
299,7,49024594186,148,1
300,7,49383217766,403,62
301,7,49780944110,5597,1
302,7,49782256028,762,75
303,7,50079649257,4529,29
304,7,50098799500,1231,180
305,7,50560804272,768,217
306,7,50563782234,1740,29
307,7,50888989802,260,11
308,7,51026412081,921,8
309,7,51182834017,1247,13
310,7,51369707161,371,129
311,7,51665211408,3323,166
312,7,51685901728,1167,69
313,7,51690837616,1609,75
314,7,51695784312,426,179
315,7,51823430026,1353,22
316,7,52127530533,1790,270
317,7,52186690028,644,206
318,7,52332100437,3988,55
319,7,52396556106,2631,335
320,7,52773467200,148,9
321,7,52875104572,1422,39
322,7,54036712981,1487,80
323,7,54405164373,156,14
324,7,54556367172,528,199
325,7,54627285457,155,22
326,7,54751324055,1253,608
327,7,55109796617,836,208
328,7,55221948442,770,8
329,7,55279523669,1100,52
330,7,55779278515,1628,121
331,7,55900008238,218,15
332,7,56078737036,351,864
333,7,56173732068,4542,136
334,7,56237816738,283,184
335,7,56955936073,924,26
336,7,57153437072,5537,28
337,7,57265575260,1171,70
338,7,57344974219,194,817
339,7,57447502331,6020,10
340,7,57651863163,4130,40
341,7,57808349730,340,207
342,7,57975383565,3785,122
343,7,58182172306,258,34
344,7,58262981542,3562,269
345,7,58362805390,614,190
346,7,58451438640,936,96
347,7,58630475713,386,614
348,7,58740004117,610,64
349,7,58934548922,770,9
350,7,59039406907,313,1
351,7,59108110747,283,196
352,7,59167620545,1250,23
353,7,59272366957,154,17
354,7,59365653900,1494,49
355,7,59452182331,3585,407
356,7,59689879510,1739,29
357,7,59858790760,936,21
358,7,59942785095,1030,69
