req_id,src_gs_idx,t_emit_ns,L_in,L_out
208,8,29773039779,264,92
209,8,29884507478,367,207
210,8,29991174133,3845,137
211,8,30095000003,5962,10
212,8,30256445900,451,217
213,8,30719064879,375,124
214,8,31074995133,3150,515
215,8,31310215613,770,5
216,8,31349740143,842,205
217,8,31425462076,209,476
218,8,31442432084,756,8
219,8,31504811530,172,807
220,8,31564326225,160,63
221,8,31666052560,141,14
222,8,31903740645,1736,223
223,8,32069610764,1607,211
224,8,32165867574,2592,28
225,8,32194533028,654,246
226,8,32247858314,1139,96
227,8,32309152210,1154,107
228,8,32365155443,4321,336
229,8,32420655474,793,394
230,8,32632826848,1937,34
231,8,32688712405,4169,138
232,8,32774250563,496,232
233,8,32790076937,1139,113
234,8,32964273172,2776,1225
235,8,33018902377,1139,120
236,8,33282838862,1076,26
237,8,33293631866,1139,127
238,8,33417821592,703,23
239,8,33441534892,6142,18
240,8,33525500846,3508,134
241,8,33778591626,172,100
242,8,34056632370,1139,95
243,8,34058992568,1133,59
244,8,34126827455,660,40
245,8,34232057915,596,128
246,8,34288085672,3988,51
247,8,34351418272,2682,223
248,8,34506908721,1218,210
249,8,34563603630,693,487
250,8,34568928253,1100,375
251,8,34594977666,419,42
252,8,34596745252,386,263
253,8,34765716569,774,8
254,8,35011595036,565,248
255,8,35374261452,283,195
256,8,35870958670,11508,53
257,8,36246057308,1107,121
258,8,36303615444,13767,5
259,8,36421638935,1139,92
260,8,36438196393,1501,209
261,8,36522063453,8162,10
262,8,36666306630,187,7
263,8,36696972332,353,64
264,8,36767937023,1270,474
265,8,36820303092,1778,29
266,8,36942746098,268,20
267,8,37100709807,4181,47
268,8,37438043645,842,110
269,8,37461660972,987,225
270,8,37985006646,9768,47
271,8,38339338865,383,129
272,8,38405321510,415,200
273,8,38641798797,195,78
274,8,38668904976,451,1286
275,8,38704183850,1276,686
276,8,38708323434,144,17
277,8,38946354572,397,116
278,8,38992244828,1139,79
279,8,39309430178,1373,198
280,8,39498285768,653,45
281,8,39541641478,905,8
282,8,39648708979,342,62
283,8,39681432632,1696,267
284,8,39713285652,907,8
285,8,39723396462,1213,115
286,8,39737065236,5304,10
287,8,39843261060,3923,440
288,8,40104735801,1139,81
289,8,40424290449,1288,53
290,8,40450570640,887,512
291,8,40453044753,648,1
292,8,40477329185,3816,115
293,8,40771472597,317,401
294,8,40901513833,424,69
295,8,41170258814,29698,79
296,8,41313905524,4763,23
297,8,41350455391,1154,132
298,8,41492497334,369,14
299,8,41613710870,4552,38
300,8,41635971827,375,137
301,8,41671587736,1139,91
302,8,41987379454,1514,188
303,8,42142852181,995,1
304,8,42281347389,442,830
305,8,42344067569,243,1
306,8,42368686103,347,210
307,8,42503254231,351,190
308,8,42658690935,704,206
309,8,42840411800,1150,49
310,8,43006997089,737,202
311,8,43117119756,670,72
312,8,43146901667,651,21
313,8,43220177300,5963,37
314,8,43234160998,323,203
315,8,43243877412,2516,59
316,8,43304354807,277,477
317,8,43452219860,854,16
318,8,43562604276,1131,79
319,8,43614869349,19853,153
320,8,43916886061,340,194
321,8,44085887061,283,197
322,8,44479687393,916,204
323,8,44494099240,443,76
324,8,44752735951,24087,177
325,8,44838840761,4569,41
326,8,44922247376,1011,75
327,8,45058203254,711,188
328,8,45129565017,478,1208
329,8,45154185503,2351,135
330,8,45425722301,1987,64
331,8,45485092724,1119,211
332,8,45580727468,1312,104
333,8,45650941611,727,8
334,8,45779252545,379,217
335,8,45950692118,1301,83
336,8,45987112631,1800,33
337,8,46126242171,386,339
338,8,46292197288,1702,120
339,8,46621060496,125,89
340,8,46986343648,283,192
341,8,47020776754,9714,15
342,8,47168549340,13780,6
343,8,47253707963,1761,29
344,8,47353698267,249,25
345,8,47473061741,3701,538
346,8,47574384866,763,242
347,8,47758242427,283,2
348,8,48143455060,330,508
349,8,48263149577,1623,67
350,8,48394608596,386,333
351,8,48450394213,180,17
352,8,48524280482,394,135
353,8,48538795894,1139,84
354,8,48675841018,7193,61
355,8,49154367504,2615,205
356,8,49169737403,842,26
357,8,49455637062,683,45
358,8,49553869035,153,10
359,8,49718453102,854,33
360,8,49778156531,985,1
361,8,49871647353,876,8
362,8,49949583149,4228,159
363,8,50074458421,2868,144
364,8,50435005042,529,29
365,8,50862444430,107,9
366,8,50874421630,324,211
367,8,50910592314,1413,54
368,8,50926163326,3646,151
369,8,51039197516,159,18
370,8,51070053246,555,205
371,8,51554840409,345,36
372,8,51565910002,3595,602
373,8,51716535843,436,239
374,8,51785885161,1139,74
375,8,51970514475,1423,110
376,8,52073517938,344,131
377,8,52195263780,442,176
378,8,52597221609,137,11
379,8,52703152893,510,103
380,8,52724822135,112,27
381,8,52818988376,284,1
382,8,52983300260,391,103
383,8,53115292645,1588,78
384,8,53191802208,1296,211
385,8,53195770660,349,103
386,8,53197618074,3050,35
387,8,53487087929,853,34
388,8,53599029296,256,56
389,8,53670786931,1027,208
390,8,53971803152,650,93
391,8,54121320514,14417,183
392,8,54364083002,370,204
393,8,54419156073,636,182
394,8,54458256744,345,54
395,8,54459070336,1044,125
396,8,54553676822,823,78
397,8,54597481729,138,3
398,8,54610124012,3680,120
399,8,54688668644,725,47
400,8,54768408049,1853,106
401,8,54914821075,1391,22
402,8,55115683566,3164,103
403,8,55122005232,978,1
404,8,55221542015,1139,79
405,8,55253819984,4618,37
406,8,55289116337,5558,10
407,8,55448662614,2680,160
408,8,55669504951,1139,81
409,8,55874489030,3133,169
410,8,55896780594,1688,211
411,8,56071904800,3653,265
412,8,56085575910,814,159
413,8,56214104381,947,189
414,8,56632294475,1195,205
415,8,56784293455,855,48
416,8,56811094479,529,19
417,8,56897480316,1901,214
418,8,57090899233,374,990
419,8,57344811805,1294,366
420,8,57414282647,939,226
421,8,57591806779,576,161
422,8,57603541558,14485,129
423,8,57738011318,444,21
424,8,57865240884,1139,102
425,8,57885478890,259,31
426,8,57954697684,14457,138
427,8,57968283421,1218,20
428,8,57997954094,4509,2
429,8,58107720932,291,203
430,8,58211289638,413,34
431,8,58377271782,7803,46
432,8,58419493743,1139,107
433,8,58687614717,1980,147
434,8,58714452300,2516,15
435,8,59411235229,1531,291
436,8,59574501885,1143,15
437,8,59793491807,2803,426
