req_id,src_gs_idx,t_emit_ns,L_in,L_out
227,4,35165362221,486,182
228,4,35388074509,1100,217
229,4,35711698091,3547,207
230,4,35752998693,341,16
231,4,35914460814,969,219
232,4,35939064848,580,26
233,4,36046167979,774,282
234,4,36227919735,250,37
235,4,36330908862,640,207
236,4,36376474430,1065,212
237,4,36802012567,591,76
238,4,36850343595,2055,37
239,4,36894572027,1378,72
240,4,36928279679,5742,10
241,4,37270149871,63,3
242,4,37738605292,261,12
243,4,37811972428,585,60
244,4,37952878828,777,16
245,4,38407638636,183,14
246,4,38436159251,875,202
247,4,38478650461,1232,398
248,4,38620345195,970,240
249,4,38840298376,1312,624
250,4,38868806439,1139,97
251,4,39009340629,282,12
252,4,39215900352,301,120
253,4,39362115387,5788,329
254,4,39527682576,781,193
255,4,39574995334,3012,333
256,4,39648941672,1043,1
257,4,39713478947,2586,2495
258,4,39717527580,1166,193
259,4,39948877319,788,216
260,4,40248086517,1011,301
261,4,40275674238,360,4
262,4,40311714370,2165,197
263,4,40424883157,613,98
264,4,40477865610,247,18
265,4,40770221880,325,203
266,4,40864325622,1715,10
267,4,40935003507,1489,489
268,4,41044286593,320,2
269,4,41468127397,705,179
270,4,41656276625,982,250
271,4,41840902952,4063,165
272,4,41960444448,1604,749
273,4,42137028715,1562,118
274,4,42166727244,1290,43
275,4,42233599975,470,139
276,4,42791228991,996,22
277,4,42929544106,7830,608
278,4,42957856465,2161,511
279,4,43118616772,1333,208
280,4,43292761377,2299,74
281,4,43657007609,188,14
282,4,43667283887,1879,469
283,4,43796324821,356,200
284,4,44133838155,854,43
285,4,44322630033,1289,562
286,4,44765610058,1954,203
287,4,44772491421,1065,23
288,4,44797068131,765,198
289,4,44802061191,997,592
290,4,45018088260,9727,12
291,4,45344205366,133,9
292,4,45426617595,764,9
293,4,45563254611,1751,29
294,4,45577802412,2532,1708
295,4,45681845073,1171,80
296,4,45875938071,5338,10
297,4,46200056783,203,56
298,4,46429973690,2046,14
299,4,46750382608,382,170
300,4,46977515973,335,213
301,4,47168141718,957,223
302,4,47212372222,2057,257
303,4,47338393942,536,15
304,4,47360907352,695,46
305,4,47500840734,1063,200
306,4,47663188780,795,56
307,4,47745308056,3366,65
308,4,47912892345,1101,73
309,4,48028760419,3623,322
310,4,48093084916,718,19
311,4,48763998993,1321,191
312,4,48789199154,710,284
313,4,49463735652,1208,3
314,4,49634221599,70,2
315,4,49767840588,4998,178
316,4,50306963243,2743,651
317,4,50496134423,595,211
318,4,50898061694,283,196
319,4,50911389707,4597,10
320,4,50949737433,4150,21
321,4,51214130522,200,665
322,4,51335973055,961,409
323,4,51674694755,17883,265
324,4,51788435732,1246,498
325,4,51999559396,402,196
326,4,52079851771,9772,10
327,4,52193976566,123,111
328,4,52295562937,387,83
329,4,52484700828,723,196
330,4,52544207814,374,43
331,4,52546398383,1051,209
332,4,52633267626,2435,30
333,4,52982542569,3420,170
334,4,53778047044,995,538
335,4,53860966530,369,208
336,4,53915169936,1167,70
337,4,54038237924,7497,64
338,4,54098629107,344,119
339,4,54865831936,283,200
340,4,54923430826,1853,134
341,4,55417891230,501,1
342,4,55506512251,102,224
343,4,55508573118,13824,6
344,4,55512269650,1142,199
345,4,55580801545,283,196
346,4,55655047805,807,133
347,4,55881333996,3523,328
348,4,56348942864,251,50
349,4,56492531711,438,338
350,4,56524663893,525,10
351,4,56552032942,338,200
352,4,56620197669,1139,95
353,4,56816313999,816,198
354,4,56936957518,141,8
355,4,56940254716,436,192
356,4,57191290175,371,212
357,4,57470271810,899,466
358,4,57487236631,173,15
359,4,57564296864,595,44
