req_id,src_gs_idx,t_emit_ns,L_in,L_out
102,3,10332863739,270,59
103,3,10519344501,1919,32
104,3,10526226407,895,112
105,3,10547142532,232,765
106,3,10590912994,3452,20
107,3,10679956178,1095,290
108,3,10715055998,763,106
109,3,10779774120,895,24
110,3,10793223559,371,98
111,3,10893543191,113,39
112,3,11212518476,1835,32
113,3,11290458436,19889,199
114,3,11316568485,1805,30
115,3,11384895083,14425,116
116,3,11723514332,1121,8
117,3,11744958023,3967,146
118,3,11747705943,757,213
119,3,11776545154,4529,144
120,3,11809234575,544,82
121,3,11864409705,347,38
122,3,11889025325,386,568
123,3,11978232609,14393,148
124,3,12048991451,921,30
125,3,12078362339,2135,467
126,3,12354950181,583,29
127,3,12380808902,1321,81
128,3,12436413781,448,200
129,3,12456353505,946,28
130,3,12479852992,770,6
131,3,12614072488,239,1
132,3,12640180571,1605,88
133,3,12730783995,14428,146
134,3,12836667412,992,1
135,3,12904231664,280,475
136,3,13158015207,386,326
137,3,13290310265,895,106
138,3,13555185810,810,108
139,3,13983285212,362,13
140,3,14045223145,14440,167
141,3,14078377891,166,3
142,3,14163741889,5970,426
143,3,14179202404,1139,77
144,3,14679527524,580,23
145,3,14757576970,2352,13
146,3,14787770872,1262,26
147,3,14834060642,1468,714
148,3,14907845825,3169,29
149,3,14958540602,888,128
150,3,15313678829,974,1
151,3,15356468177,10474,1350
152,3,15409227739,386,894
153,3,15437829192,1765,21
154,3,15482603050,97,1
155,3,15509298381,1104,121
156,3,15702360407,7280,192
157,3,15713877638,376,889
158,3,15768139724,249,60
159,3,15779480669,1891,34
160,3,16044694014,621,6
161,3,16180518047,1966,59
162,3,16248396545,22898,123
163,3,16611500053,3849,132
164,3,16675946753,2507,1533
165,3,16844966926,895,120
166,3,17000206593,895,22
167,3,17022013612,919,71
168,3,17109844433,283,195
169,3,17278769447,344,32
170,3,17785022849,5778,25
171,3,17806387964,1139,89
172,3,17811431587,344,87
173,3,17900591409,344,134
174,3,17903753418,683,38
175,3,17943366789,811,180
176,3,18083883496,2443,12
177,3,18246807978,11571,144
178,3,18452071730,876,8
179,3,18456982694,1660,169
180,3,18473469674,282,483
181,3,18554576148,895,21
182,3,18623919227,565,48
183,3,18869263932,895,24
184,3,18901150841,414,455
185,3,18914104004,1236,282
186,3,18984442960,1708,88
187,3,19329036401,7234,303
188,3,19344689175,1868,31
189,3,19345508369,365,217
190,3,19360213796,3786,74
191,3,19417389866,1029,26
192,3,19522578737,1234,90
193,3,19621714165,533,86
194,3,19665365103,3680,156
195,3,19794083763,16353,469
196,3,19935173833,1245,149
197,3,20108875062,895,100
198,3,20308354926,717,20
199,3,20388870096,895,100
200,3,20462949799,975,302
201,3,20471539630,1025,26
202,3,20487037527,1660,168
203,3,20498113277,112,21
204,3,20592498664,1708,28
205,3,20757968538,80,1
206,3,20830897297,7531,65
207,3,20833185106,2450,175
208,3,20858519098,895,89
209,3,20906383988,189,15
210,3,21178806838,1308,14
211,3,21980769197,1139,97
212,3,22101601266,998,1
213,3,22454055268,1065,293
214,3,22457455229,1660,143
215,3,22479156726,613,221
216,3,22550050909,844,332
217,3,22592633746,306,201
218,3,23134192439,895,113
219,3,23141895850,1661,544
220,3,23260811612,895,21
221,3,23298720524,1763,28
222,3,23401106585,34827,57
223,3,23409361314,246,35
224,3,23421746761,386,506
225,3,23492690496,2330,136
226,3,23728130001,3753,113
227,3,23748988726,7202,200
228,3,23969590084,2100,24
229,3,24162170799,250,44
230,3,24241281517,2415,15
231,3,24257831093,2391,591
232,3,24471049343,689,39
233,3,24635000779,770,5
234,3,24658786408,35932,41
235,3,24768785387,2035,103
236,3,24955545519,2244,13
237,3,24999424019,586,95
238,3,25584590711,1205,500
239,3,25640087344,3109,16
240,3,25640945800,1729,428
241,3,25934944214,3776,120
242,3,25963780053,14456,194
243,3,26408836927,470,170
244,3,26816970080,136,7
245,3,27039338986,757,8
246,3,27091898816,31512,47
247,3,27203851569,895,107
248,3,27295468517,2358,13
249,3,27533931048,131,4
250,3,27754833507,729,20
251,3,27979530737,758,46
252,3,28066856739,1816,29
253,3,28410828489,400,184
254,3,28517248911,230,5
255,3,28581277085,877,8
256,3,28651161621,658,160
257,3,28693634247,1071,1000
258,3,28740929679,14454,163
259,3,29015991712,1097,28
260,3,29054136505,2365,13
261,3,29272151807,137,18
262,3,29618472749,246,64
